1 0
2 1
3 1
4 0
5 1
6 1
7 2
8 4
9 4
10 8
11 14
12 11
13 18
14 30
15 26
16 24
17 40
18 35
19 58
20 69
21 48
22 84
23 158
24 67
25 139
26 287
27 215
28 242
29 490
30 323
31 624
32 919
33 516
34 1072
35 2150
36 911
37 1891
38 3930
39 2438
40 3544
41 7387
42 4212
43 8459
45 7451
